text_akhir,polarity,label_ml
masuk kode undang ratnanpi,negative,negative
bagus,negative,negative
bagus,negative,negative
tarik tunai bayar njirrr,positive,positive
keren banget emg si blu,neutral,positive
keren mantap,positive,positive
ok bantu,positive,positive
bagus pokok,negative,negative
mudah,positive,positive
lancar,positive,positive
mantapgk ribet,negative,negative
aman nyaman pakai blu bca,positive,positive
erti cari,negative,neutral
bantu,negative,negative
bagus aman,negative,negative
bantu,negative,negative
akun curi orang blokir,negative,negative
cepat layan moga bank digital sabar blu ipo suksesss,positive,positive
depan blu keluar kartu debit bank digital lai,negative,negative
coba isi saldo alfamart,neutral,neutral
mudah,positive,positive
verifikasi terakir lamaaaaaa bapuk,neutral,neutral
mudah,positive,positive
manfaat,positive,positive
ambil uang atm kena admin,negative,negative
vc susah nunggudari antri gagal gajelaslu,negative,negative
ok mudah,positive,positive
oke jaga percaya nasabah,positive,positive
muas,positive,positive
keren buka rek aplikasi blu bca digital,negative,negative
pokok jempol,positive,neutral
bantu,negative,negative
ribet banget kendala,negative,negative
app bagus banget,negative,negative
tambahin emoney shoopepay kak,neutral,neutral
pantastis bca gin,neutral,neutral
bantu,negative,negative
ok bagus pokok,positive,positive
vc biar kendala silah vc masuk antri,negative,negative
vc nyambung nyambung,neutral,neutral
ribet banget verifikasi wajah sulit,negative,negative
promo top gopay ovo transfer bank kena biaya admin,positive,positive
harap atm asli,positive,neutral
bantu,negative,negative
goblog selfie wajah pas puhak blu bca tipu,positive,positive
bantu,negative,negative
cepat aman,neutral,neutral
moga bebas admin,negative,negative
buka aplikasi blu,negative,negative
manfaat,positive,positive
keren transfer bca rupiah misahin uang mbanking bca digital,neutral,neutral
antri buka rekening banget,positive,positive
mudah cepat,positive,positive
bantu,negative,negative
putus melulu masuk bca blu,negative,negative
biyash mantap gap banget rebet terima kasih,positive,positive
aplikasi,negative,negative
terkadang lambat berfikir,positive,positive
nyamanjelas,neutral,neutral
bantu,negative,negative
tunggu kartu fisik min,negative,negative
proses,positive,positive
banyak diskon,positive,neutral
muas aplikasi,positive,positive
hebat admin,neutral,neutral
overall ok banget,positive,positive
ok mantap info,positive,positive
aju pinjam kta,negative,neutral
simpan gmn,negative,neutral
bantu,negative,negative
mudah,positive,positive
ok mantap hati,positive,positive
keren banget blu,positive,positive
mudah hidup,positive,positive
promo qris min,positive,positive
oke poko ngecewain,neutral,positive
moga bagus,negative,negative
apk daftar rekening baik,neutral,neutral
blu mode gelap,negative,neutral
hidup xpresi wkakwka,negative,neutral
mudah,positive,positive
keren banget,positive,positive
bantu,negative,negative
mantap bca digital aplikasi,positive,positive
error lelet mndingan apk,negative,negative
buka rekening permudahini kali vc gagal melulu bikin emosi anjirmales,negative,negative
pokok sukaaaaaa pakai blu,neutral,neutral
va gbisa vitur hapus,negative,negative
kesel aplikasi,negative,negative
sanagat bantu transaksi,positive,positive
alhamdulillah bantu,positive,negative
blu bca setang akses,positive,positive
muas,positive,positive
fitur kartu fisik,neutral,neutral
bantu,negative,negative
gunain rekening bca express bca tabung min,positive,neutral
nomor whatsapp,neutral,neutral
bantu,negative,negative
suulit sekaallliiii verifikasi wajah,neutral,neutral
bahagia banget,positive,positive
fitur top indomaret alfamart,positive,positive
heru siregar mantul setor tunai tarik tunai atm bca biaya bca,positive,positive
bantu,negative,negative
bantu,negative,negative
mudah pakai bca blu,positive,positive
tarik tunai mantab,positive,positive
uinya berat beban negara,negative,neutral
mantullll,neutral,neutral
cashbacknyaaa coyyyy cepatt downloadd,neutral,neutral
blu keren mantap,positive,positive
bagus banget deh,negative,negative
aplikasai bca good,positive,positive
hai kaum millenial pantun jalanjalan pakai kaos biru jalan bca sidoarjo pacar eh aplikasi blu yuk update digital bankingmu,negative,negative
senang,positive,positive
keren blu,neutral,neutral
virtual account,neutral,neutral
rewadnya kasih,positive,positive
terimakasih moga sukses blu digital bca,positive,positive
bantu,negative,negative
muas,positive,positive
muas,positive,positive
muas,positive,positive
muas,positive,positive
tari atm bca biaya admin bca,positive,positive
mantap,positive,positive
blu bca oke pokok terima kasih,positive,positive
gratis biaya admin transfer bank,positive,positive
mantap poko nyah,positive,positive
mantap kali neh aplikasi,positive,positive
setor tunai kena biaya,neutral,neutral
muas,positive,positive
muas,positive,positive
layan jelek,negative,negative
bantu,negative,negative
oke moga ttep oke,positive,positive
smga bermaanfaat mudah transaksi,positive,positive
bantu,negative,negative
susah verifikasi wajah,negative,negative
susah transfer online,negative,negative
pas foto ktp kelar crash tolol,neutral,positive
guna,positive,positive
bantu,negative,negative
bantu,negative,negative
tunggu otp masuk,negative,negative
bantu,negative,negative
bantu,negative,negative
guna manfaat,positive,positive
bantu,negative,negative
bantu,negative,negative
coba kasih bintang,positive,positive
bagus sukaa,negative,negative
bantu,negative,negative
bank baik deh pokok,positive,positive
bantu,negative,negative
bantu,negative,negative
keren pakai blu,neutral,neutral
,neutral,neutral
lupa masuk budikmon,negative,negative
bagus banget terbaikkk,negative,negative
bank digital percaya,positive,neutral
suruh rating,negative,negative
bantu,negative,negative
bantu,negative,negative
mantap bca digital,positive,positive
mudah banget,positive,positive
cepat banget transfer bank,positive,negative
guud bayar vi va mohon luas,positive,negative
sipmakin mantap,positive,positive
banyakin promonya bca,neutral,neutral
bantu,negative,negative
bantu,negative,negative
aplikasi,negative,negative
mantap,positive,positive
senang,positive,positive
mantap blu bca,positive,positive
puas,positive,positive
suka rada error,negative,negative
ssangat bantu,negative,negative
bantu,negative,negative
bagus ok,positive,positive
mantap aplikasi,positive,positive
apk okee bangett ini,negative,neutral
bantu,negative,negative
bank digital oke,positive,positive
bantu,negative,negative
bantu,negative,negative
app konttol vc tunggu jam,negative,negative
bantu,negative,negative
bantu,negative,negative
tarik tunai atm bca kena admin,positive,positive
oke mas broo mbak broo,positive,positive
bantu,negative,negative
respon cepat suka,positive,positive
ok lancar jaya,positive,positive
aplikasi bantu,negative,negative
vc gagal parahh nihh,negative,negative
seringa login,neutral,neutral
bantu,negative,negative
satset poko,negative,neutral
ribet pakai video call uinstal,negative,negative
mantap jozz suka,positive,positive
bantu,negative,negative
cashbacknya uhuuyyy,neutral,neutral
bantu,negative,negative
gakbisa detek wajah masak gila,negative,neutral
bantu,negative,negative
guss bagus mantab,negative,negative
mantap cs manis banget,positive,positive
mah bonus undang ikat undang referal,positive,neutral
bagus aplikasi,negative,negative
bantu,negative,negative
bantu,negative,negative
bantu,negative,negative
bantu,negative,negative
sungguh apk berat,positive,neutral
bahagia banget,positive,positive
suka blu saving,positive,positive
serba mudah,positive,positive
aplikasi recomended banget,negative,negative
bantu,negative,negative
bantu,negative,negative
ok terimakasih,positive,positive
transaksi mudah,positive,positive
benci banget lelet susah buka kartu deatil,negative,negative
mantap,positive,positive
appnya bagus bingit,negative,negative
layan mantap,positive,positive
buruk bayar via qris dana tunggu,negative,positive
tampil oklahh,negative,negative
log lagipdhal data ktp dn kakak asli langsung vc pihk blu bca,positive,positive
blu bca keren,neutral,neutral
bagus bantu,negative,negative
bantu,negative,negative
sayang transfer bank bca kena admin,negative,negative
bantu,negative,negative
bantu,negative,negative
mudah keren,positive,positive
bantu,negative,negative
orang cashless blu,neutral,neutral
blu bca coba moga buka rek blu bca,positive,positive
foto ktp susah sihh,negative,negative
ko gagal verifikasi wajah,negative,negative
transfer akun batas,negative,negative
jelasss hubung cs antria tunggu udh antri gada respon anjenkk emang,negative,negative
bantu,negative,negative
aplikasi,negative,negative
pinjam buka,neutral,neutral
bantu,negative,negative
kena biaya admin bca,negative,negative
verifikasi,neutral,neutral
suka aplikasi,negative,negative
bantu,negative,negative
hepii banget pakai,positive,positive
bantu blu bca,negative,negative
bantu,negative,negative
assalamualaikum kabar acara,positive,neutral
ok mudah,positive,positive
bantu,negative,negative
bantu,negative,negative
suka suka,positive,positive
mola bosok trf,neutral,neutral
guna,positive,positive
bantu,negative,negative
error buka,negative,negative
apk jelek transfer bca admin ambil uang admin,negative,negative
bantu,negative,negative
bantu,negative,negative
bantu,negative,negative
gunaoan reff rudiatfj proses buat rekening,positive,positive
ubah rating duit hasil,positive,positive
bantu,negative,negative
tampil mudah,positive,positive
bantu,negative,negative
mudah transaksi,positive,positive
bantu,negative,negative
reset password bikin leher orang sakit aplikasi gembel,negative,negative
blu isi etol flazz,negative,negative
manfaat,positive,positive
aplikasi bagus,negative,negative
bantu,negative,negative
info,negative,neutral
banyak fee,neutral,neutral
mudah,positive,positive
mudahn,neutral,neutral
keren blu,neutral,neutral
proses buka rekening susah,negative,negative
blu bca transaksi,positive,positive
bantu,negative,negative
balikin akun blokir min,negative,negative
kartu debit fisik,neutral,neutral
bantu,negative,negative
mudah,positive,positive
mantap aplikasi,positive,positive
aplikasi ok imi,neutral,neutral
apakh dipke daftar merchant foodapkah kode bank pakai bca,negative,negative
bagus banget top deh,positive,positive
promonya jarang,neutral,neutral
bagus cepat,negative,negative
bantu,negative,negative
banyakin promo blu,positive,positive
mudah emak,positive,positive
mantap tanyalagi,positive,positive
transfer dana mudah,positive,positive
bantu,negative,negative
fungsi,neutral,neutral
bagus,negative,negative
suka inovasi bca,positive,positive
mantap suka,positive,positive
oke,positive,positive
uang masuk malam,negative,negative
untung banget pakai blu,positive,positive
bantu,negative,negative
mantap lanjut diskon transfer bank,positive,positive
sip moga bebas admin,negative,negative
coba moga bagus,neutral,neutral
bantu,negative,negative
allah transfer dana biyaya adminnya,positive,positive
muas,positive,positive
banyak promonyaaa yaaa,neutral,neutral
asyik blu,neutral,neutral
keren,neutral,neutral
lambat loadingnya,positive,positive
aplikasi gajelas lambat,negative,negative
ngtd make kenal wajah,positive,positive
mantap broo ribet,positive,positive
sangt bantu,negative,negative
ok banyak promo,positive,positive
gampang bca,positive,positive
manfaat aplikasi,positive,positive
pakai foto ktp bahaya,negative,negative
baik pokok,positive,positive
simpel gercep mantap,positive,positive
mudah deh deh,positive,positive
kualitas bca top,positive,positive
muas,positive,positive
masuk cek data,negative,negative
pakai puas,positive,positive
mudah giat,positive,positive
buka rekening ribet mesti cabangbunga tarik tidur nyenyak,negative,negative
ribet daftar hubungin cs antri hadeh,negative,negative
transfer rekening kena admin,negative,negative
dapt kode undang gmn,negative,negative
guna,positive,positive
aplikasi,negative,negative
gratis transfer mana kewren,positive,positive
nyesel daftar hapus data,negative,negative
gabisa buka,neutral,neutral
mantab kirim bank bebas biaya admin,negative,negative
puas banget,positive,positive
oke aman,positive,positive
mudah,positive,positive
istimewa bintang sayang mentok bintang,negative,neutral
coolseru,neutral,neutral
bantu,negative,negative
watching log otp masuk min parah andika nugraha,negative,negative
rekomendasi bank digital,neutral,neutral
canggih bca dgital,neutral,neutral
kartu debit,neutral,neutral
baik bebas admin mantap,positive,positive
kartu debit,neutral,neutral
aplikasi baik,negative,negative
ribet vc kaya bank neo vermuk doang cuih,negative,negative
mudah banget,positive,positive
tunggu antri gliran antri didisconek,negative,negative
oke,positive,positive
wooow inovasi baru asyik lho,positive,neutral
ribu promo,positive,positive
payah download buka ngelag sdrickckckck,neutral,negative
